Ticket ID,Ticket Subject,Ticket Description,Ticket Type,Ticket Priority,Ticket Channel
846,Cancelling due to lack of use,"I am cancelling because I have not used the product in months, please process this and confirm.",Cancellation request,Low,Social media
847,Does this support multiple users,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Medium,Phone
848,Subscription renewed at wrong price,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,Medium,Social media
849,Question about upgrading my plan,"Does your product support multiple user seats under one account, and how is pricing calculated for that.",Product inquiry,Low,Chat
850,App keeps crashing on launch,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,High,Social media
851,Invoice total does not match plan price,"My card was charged twice for the same monthly subscription, I would like to understand why and get this corrected.",Billing inquiry,Low,Email
852,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Chat
853,Question about upgrading my plan,"Could you help me compare the mid and top tier plans, I am not sure which fits our team size.",Product inquiry,Low,Phone
854,Mobile app stuck on loading screen,"The sync between my desktop and mobile app stopped working two days ago, my data is not updating.",Technical issue,Critical,Social media
855,Please cancel my account,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Medium,Phone
856,How do I cancel my plan,"I would like to cancel my subscription effective immediately, please confirm once this is done.",Cancellation request,Low,Social media
857,"Product did not work as advertised, want refund",I would like to request a full refund for last month's charge because I did not use the service at all.,Refund request,High,Email
858,Question about upgrading my plan,I'm considering upgrading my plan and wanted to know what additional features come with the higher tier.,Product inquiry,Low,Chat
859,"Duplicate charge, please refund immediately","I accidentally purchased the annual plan instead of monthly, please refund the difference right away.",Refund request,Medium,Social media
860,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,High,Social media
861,Asking about enterprise features,"I'm evaluating your enterprise features for my team, could you share more details on SSO support.",Product inquiry,Critical,Social media
862,Need clarification on billing cycle,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,High,Social media
863,Unexpected charge on my card,The total on my invoice this month is higher than my usual plan price and I am not sure why.,Billing inquiry,Medium,Phone
864,Refund needed for accidental purchase,"I was charged twice for the same order, please refund the duplicate charge as soon as possible.",Refund request,High,Email
865,Need clarification on billing cycle,"My subscription renewed at a higher price than what I originally signed up for, please explain the increase.",Billing inquiry,High,Email
866,Invoice total does not match plan price,"Can you clarify exactly when my billing cycle starts and ends each month, the dates seem inconsistent.",Billing inquiry,High,Email
